part,instance,set,method,seed,holding_multiplier,time_limit_s,total_cost,truck_cost,van_cost,holding_cost,n_truck_trips,n_van_routes,n_visits,runtime_s,iterations,rejected,lp_calls,lp_rescues,status,objective,bound,gap,solution_file
compare,large_k5_n200_T7_s2,large,alns,8,1.0,120.0,55664.618222672536,29039.246204800005,26318.8010222,306.5709956725343,9,36,652,120.00136829999974,4976,48,,,,,,,solutions/compare/large_k5_n200_T7_s2__alns__s8__h1.json
compare,large_k5_n200_T7_s2,large,alns,9,1.0,120.0,55540.57930083205,29039.246204800005,26204.173829,297.1592670320548,9,36,650,120.02137660000152,4937,49,,,,,,,solutions/compare/large_k5_n200_T7_s2__alns__s9__h1.json
compare,large_k5_n200_T7_s2,large,alns,10,1.0,120.0,55547.94490298001,29039.246204800005,26205.5637564,303.1349417800001,9,37,650,120.01246299999912,4879,33,,,,,,,solutions/compare/large_k5_n200_T7_s2__alns__s10__h1.json
compare,large_k5_n200_T7_s2,large,greedy,,1.0,,60569.48842709502,29039.246204800005,31176.15123400001,354.0909882950001,9,38,633,0.0177505999963614,,,,,,,,,solutions/compare/large_k5_n200_T7_s2__greedy__det__h1.json
compare,large_k5_n200_T7_s2,large,matheuristic,1,1.0,120.0,55577.3367518598,29039.246204800005,26239.463647600005,298.62689945979463,9,36,652,120.145088199999,3815,0,182,182,,,,,solutions/compare/large_k5_n200_T7_s2__matheuristic__s1__h1.json
compare,large_k5_n200_T7_s2,large,matheuristic,2,1.0,120.0,55500.27715169267,29039.246204800005,26155.215727199997,305.8152196926713,9,37,641,120.1553660999998,3661,0,215,215,,,,,solutions/compare/large_k5_n200_T7_s2__matheuristic__s2__h1.json
compare,large_k5_n200_T7_s2,large,matheuristic,3,1.0,120.0,55533.498064724045,29039.246204800005,26194.5518674,299.69999252404114,9,36,651,120.16376209999726,3937,0,114,114,,,,,solutions/compare/large_k5_n200_T7_s2__matheuristic__s3__h1.json
compare,large_k5_n200_T7_s2,large,matheuristic,4,1.0,120.0,55544.349093287,29039.246204800005,26218.268250400004,286.8346380869864,9,37,650,120.17143299999589,3825,0,154,154,,,,,solutions/compare/large_k5_n200_T7_s2__matheuristic__s4__h1.json
compare,large_k5_n200_T7_s2,large,matheuristic,5,1.0,120.0,55795.73033746713,29039.246204800005,26458.2318482,298.25228446712333,9,36,660,120.2007786999966,4210,0,58,58,,,,,solutions/compare/large_k5_n200_T7_s2__matheuristic__s5__h1.json
compare,large_k5_n200_T7_s2,large,matheuristic,6,1.0,120.0,55518.45728635213,29039.246204800005,26181.321670199995,297.8894113521234,9,36,651,120.62726090000068,4290,0,77,77,,,,,solutions/compare/large_k5_n200_T7_s2__matheuristic__s6__h1.json
compare,large_k5_n200_T7_s2,large,matheuristic,7,1.0,120.0,55653.67922052919,29039.246204800005,26313.790911400003,300.6421043291782,9,37,646,120.16983530000287,3873,0,512,512,,,,,solutions/compare/large_k5_n200_T7_s2__matheuristic__s7__h1.json
compare,large_k5_n200_T7_s2,large,matheuristic,8,1.0,120.0,55530.68416333884,29039.246204800005,26187.8730472,303.56491133883566,9,36,656,120.4879746000006,4273,0,25,25,,,,,solutions/compare/large_k5_n200_T7_s2__matheuristic__s8__h1.json
compare,large_k5_n200_T7_s2,large,matheuristic,9,1.0,120.0,55647.62240114549,29039.246204800005,26301.436886200005,306.93931014547945,9,37,647,120.38418770000136,4398,0,628,628,,,,,solutions/compare/large_k5_n200_T7_s2__matheuristic__s9__h1.json
compare,large_k5_n200_T7_s2,large,matheuristic,10,1.0,120.0,55496.9960663013,29039.246204800005,26168.8640974,288.88576410130145,9,36,646,120.40370809999877,5044,0,47,47,,,,,solutions/compare/large_k5_n200_T7_s2__matheuristic__s10__h1.json
compare,large_k5_n200_T7_s3,large,alns,1,1.0,120.0,61901.68055457549,32423.522376,29233.09246780001,245.0657107754795,10,37,651,120.0277692000018,5522,27,,,,,,,solutions/compare/large_k5_n200_T7_s3__alns__s1__h1.json
compare,large_k5_n200_T7_s3,large,alns,2,1.0,120.0,61900.34000205212,32423.522376,29188.574965000003,288.24266105212325,10,37,643,120.01615109999692,5648,51,,,,,,,solutions/compare/large_k5_n200_T7_s3__alns__s2__h1.json
compare,large_k5_n200_T7_s3,large,alns,3,1.0,120.0,61870.61212001569,32423.522376,29163.31333320001,283.776410815685,10,37,646,120.01531409999734,5529,49,,,,,,,solutions/compare/large_k5_n200_T7_s3__alns__s3__h1.json
compare,large_k5_n200_T7_s3,large,alns,4,1.0,120.0,61836.469822749736,32423.522376,29180.63366060001,232.31378614972607,10,37,650,120.00040630000149,5536,21,,,,,,,solutions/compare/large_k5_n200_T7_s3__alns__s4__h1.json
compare,large_k5_n200_T7_s3,large,alns,5,1.0,120.0,61913.81472749842,32423.522376,29229.6714144,260.62093709842463,10,37,643,120.00795690000086,5019,50,,,,,,,solutions/compare/large_k5_n200_T7_s3__alns__s5__h1.json
compare,large_k5_n200_T7_s3,large,alns,6,1.0,120.0,61910.396247805074,32423.522376,29218.01036160001,268.8635102050685,10,36,649,120.0070068999994,5018,39,,,,,,,solutions/compare/large_k5_n200_T7_s3__alns__s6__h1.json
compare,large_k5_n200_T7_s3,large,alns,7,1.0,120.0,61912.53437041508,32423.522376,29224.207287200014,264.80470721506845,10,36,650,120.00453610000112,4990,53,,,,,,,solutions/compare/large_k5_n200_T7_s3__alns__s7__h1.json
compare,large_k5_n200_T7_s3,large,alns,8,1.0,120.0,61965.09698435233,32423.522376,29302.768054800003,238.8065535523288,10,37,643,120.01181150000048,4912,21,,,,,,,solutions/compare/large_k5_n200_T7_s3__alns__s8__h1.json
compare,large_k5_n200_T7_s3,large,alns,9,1.0,120.0,61968.2595492948,32423.522376,29265.18425860001,279.55291469479454,10,37,653,120.02956669999548,4722,42,,,,,,,solutions/compare/large_k5_n200_T7_s3__alns__s9__h1.json
compare,large_k5_n200_T7_s3,large,alns,10,1.0,120.0,61905.49227314397,32423.522376,29206.851116400005,275.11878074397265,10,36,649,120.02010169999994,4777,54,,,,,,,solutions/compare/large_k5_n200_T7_s3__alns__s10__h1.json
compare,large_k5_n200_T7_s3,large,greedy,,1.0,,67542.30816081248,32423.522376,34785.569666200005,333.21611861246583,10,37,629,0.0175139999992097,,,,,,,,,solutions/compare/large_k5_n200_T7_s3__greedy__det__h1.json
compare,large_k5_n200_T7_s3,large,matheuristic,1,1.0,120.0,61960.53655017151,32423.522376,29251.460219000008,285.55395517150686,10,36,647,120.17990439999994,4763,0,329,329,,,,,solutions/compare/large_k5_n200_T7_s3__matheuristic__s1__h1.json
compare,large_k5_n200_T7_s3,large,matheuristic,2,1.0,120.0,61881.53246433281,32423.522376,29205.7479362,252.2621521328083,10,37,645,120.28180070000236,5051,0,44,44,,,,,solutions/compare/large_k5_n200_T7_s3__matheuristic__s2__h1.json
compare,large_k5_n200_T7_s3,large,matheuristic,3,1.0,120.0,61980.84619299336,32423.522376,29255.108280600005,302.21553639335616,10,37,652,120.1219390000042,5197,0,123,123,,,,,solutions/compare/large_k5_n200_T7_s3__matheuristic__s3__h1.json
compare,large_k5_n200_T7_s3,large,matheuristic,4,1.0,120.0,61898.07073828754,32423.522376,29219.671105800007,254.87725648753428,10,37,652,120.1750616999998,5198,0,148,148,,,,,solutions/compare/large_k5_n200_T7_s3__matheuristic__s4__h1.json
compare,large_k5_n200_T7_s3,large,matheuristic,5,1.0,120.0,61847.76673277652,32423.522376,29156.10084460001,268.14351217650693,10,37,643,120.16397269999288,5170,0,147,147,,,,,solutions/compare/large_k5_n200_T7_s3__matheuristic__s5__h1.json
compare,large_k5_n200_T7_s3,large,matheuristic,6,1.0,120.0,61831.00740569597,32423.522376,29128.792156400003,278.6928732959589,10,37,646,120.1166030000022,5173,0,216,216,,,,,solutions/compare/large_k5_n200_T7_s3__matheuristic__s6__h1.json
compare,large_k5_n200_T7_s3,large,matheuristic,7,1.0,120.0,61917.68805301199,32423.522376,29229.364754200007,264.8009228119864,10,37,642,120.11086869999416,5471,0,212,212,,,,,solutions/compare/large_k5_n200_T7_s3__matheuristic__s7__h1.json
compare,large_k5_n200_T7_s3,large,matheuristic,8,1.0,120.0,61790.10368030576,32423.522376,29112.547131000007,254.03417330575348,10,37,639,120.12550829999964,5349,0,327,327,,,,,solutions/compare/large_k5_n200_T7_s3__matheuristic__s8__h1.json
compare,large_k5_n200_T7_s3,large,matheuristic,9,1.0,120.0,61836.39135224612,32423.522376,29165.953797000013,246.91517924609587,10,36,649,120.10244799999782,5691,0,130,130,,,,,solutions/compare/large_k5_n200_T7_s3__matheuristic__s9__h1.json
compare,large_k5_n200_T7_s3,large,matheuristic,10,1.0,120.0,61936.02229369727,32423.522376,29257.947874400008,254.5520432972603,10,37,650,120.13027500000317,5556,0,129,129,,,,,solutions/compare/large_k5_n200_T7_s3__matheuristic__s10__h1.json
compare,medium_k3_n40_T7_s1,medium,alns,1,1.0,60.0,30977.292123403902,18044.1774432,12886.849288799996,46.26539140390412,6,21,136,60.00018920000002,11896,0,,,,,,,solutions/compare/medium_k3_n40_T7_s1__alns__s1__h1.json
compare,medium_k3_n40_T7_s1,medium,alns,2,1.0,60.0,30978.00322999609,18044.1774432,12886.192159799994,47.6336269960959,6,21,136,60.00268219999998,11871,0,,,,,,,solutions/compare/medium_k3_n40_T7_s1__alns__s2__h1.json
compare,medium_k3_n40_T7_s1,medium,alns,3,1.0,60.0,30978.366634973147,18044.1774432,12886.192159799994,47.9970319731507,6,21,135,60.00511630000256,11893,0,,,,,,,solutions/compare/medium_k3_n40_T7_s1__alns__s3__h1.json
compare,medium_k3_n40_T7_s1,medium,alns,4,1.0,60.0,30977.968100278835,18044.1774432,12886.196142399996,47.59451467883563,6,21,135,60.00629789999948,12034,0,,,,,,,solutions/compare/medium_k3_n40_T7_s1__alns__s4__h1.json
compare,medium_k3_n40_T7_s1,medium,alns,5,1.0,60.0,30979.60025259609,18044.1774432,12887.789182399996,47.63362699609591,6,21,137,60.00243219999538,12028,0,,,,,,,solutions/compare/medium_k3_n40_T7_s1__alns__s5__h1.json
compare,medium_k3_n40_T7_s1,medium,alns,6,1.0,60.0,30979.41307039609,18044.1774432,12887.602000199997,47.6336269960959,6,21,136,60.00411829999939,11957,0,,,,,,,solutions/compare/medium_k3_n40_T7_s1__alns__s6__h1.json
compare,medium_k3_n40_T7_s1,medium,alns,7,1.0,60.0,30976.634994403903,18044.1774432,12886.192159799995,46.26539140390412,6,21,135,60.00070560000313,11884,0,,,,,,,solutions/compare/medium_k3_n40_T7_s1__alns__s7__h1.json
compare,medium_k3_n40_T7_s1,medium,alns,8,1.0,60.0,30982.072648840684,18044.1774432,12892.054546999996,45.840658640684936,6,21,136,60.00363639999705,11792,0,,,,,,,solutions/compare/medium_k3_n40_T7_s1__alns__s8__h1.json
compare,medium_k3_n40_T7_s1,medium,alns,9,1.0,60.0,30975.81425080369,18044.1774432,12884.706649999996,46.930157603698646,6,21,136,60.00228090000019,11737,0,,,,,,,solutions/compare/medium_k3_n40_T7_s1__alns__s9__h1.json
compare,medium_k3_n40_T7_s1,medium,alns,10,1.0,60.0,30977.964117678835,18044.1774432,12886.192159799995,47.59451467883563,6,21,135,60.00106429999869,11570,0,,,,,,,solutions/compare/medium_k3_n40_T7_s1__alns__s10__h1.json
compare,medium_k3_n40_T7_s1,medium,greedy,,1.0,,32630.767491149112,18044.1774432,14519.830784199998,66.75926374910959,6,21,135,0.0030123000033199,,,,,,,,,solutions/compare/medium_k3_n40_T7_s1__greedy__det__h1.json
compare,medium_k3_n40_T7_s1,medium,matheuristic,1,1.0,60.0,30977.96160156219,18044.1774432,12886.192159799995,47.59199856219179,6,21,136,60.031411200005095,11034,0,0,0,,,,,solutions/compare/medium_k3_n40_T7_s1__matheuristic__s1__h1.json
compare,medium_k3_n40_T7_s1,medium,matheuristic,2,1.0,60.0,30978.00322999609,18044.1774432,12886.192159799994,47.6336269960959,6,21,135,60.03205580000213,11228,0,0,0,,,,,solutions/compare/medium_k3_n40_T7_s1__matheuristic__s2__h1.json
compare,medium_k3_n40_T7_s1,medium,matheuristic,3,1.0,60.0,30978.621246678835,18044.1774432,12886.849288799996,47.59451467883562,6,21,136,60.03007630000502,11184,0,0,0,,,,,solutions/compare/medium_k3_n40_T7_s1__matheuristic__s3__h1.json
compare,medium_k3_n40_T7_s1,medium,matheuristic,4,1.0,60.0,30978.36663497315,18044.1774432,12886.192159799995,47.9970319731507,6,21,136,60.03477500000008,11088,0,0,0,,,,,solutions/compare/medium_k3_n40_T7_s1__matheuristic__s4__h1.json
compare,medium_k3_n40_T7_s1,medium,matheuristic,5,1.0,60.0,30981.114354278838,18044.1774432,12889.342396399998,47.59451467883563,6,21,135,60.02767000000313,9343,0,0,0,,,,,solutions/compare/medium_k3_n40_T7_s1__matheuristic__s5__h1.json
compare,medium_k3_n40_T7_s1,medium,matheuristic,6,1.0,60.0,30982.56099988486,18044.1774432,12892.528476399995,45.85508028486301,6,21,137,60.04392089999601,9523,0,0,0,,,,,solutions/compare/medium_k3_n40_T7_s1__matheuristic__s6__h1.json
compare,medium_k3_n40_T7_s1,medium,matheuristic,7,1.0,60.0,30978.625229278838,18044.1774432,12886.853271399996,47.59451467883563,6,21,136,60.04092939999828,9471,0,0,0,,,,,solutions/compare/medium_k3_n40_T7_s1__matheuristic__s7__h1.json
compare,medium_k3_n40_T7_s1,medium,matheuristic,8,1.0,60.0,30977.01370064315,18044.1774432,12886.192159799995,46.64409764315069,6,21,136,60.03879240000242,9335,0,0,0,,,,,solutions/compare/medium_k3_n40_T7_s1__matheuristic__s8__h1.json
compare,medium_k3_n40_T7_s1,medium,matheuristic,9,1.0,60.0,30977.67481224315,18044.1774432,12886.853271399996,46.64409764315069,6,21,137,60.03637300000264,10245,0,0,0,,,,,solutions/compare/medium_k3_n40_T7_s1__matheuristic__s9__h1.json
compare,medium_k3_n40_T7_s1,medium,matheuristic,10,1.0,60.0,30977.964117678835,18044.1774432,12886.192159799995,47.59451467883564,6,21,135,60.03180109999812,10316,0,0,0,,,,,solutions/compare/medium_k3_n40_T7_s1__matheuristic__s10__h1.json
compare,medium_k3_n40_T7_s2,medium,alns,1,1.0,60.0,28855.19827010535,14808.5876604,13974.326097000005,72.28451270534248,5,21,127,60.00372049999714,12002,0,,,,,,,solutions/compare/medium_k3_n40_T7_s2__alns__s1__h1.json
compare,medium_k3_n40_T7_s2,medium,alns,2,1.0,60.0,28854.22995386589,14808.5876604,13974.326097000005,71.3161964658904,5,21,128,60.00382899999386,11939,0,,,,,,,solutions/compare/medium_k3_n40_T7_s2__alns__s2__h1.json
compare,medium_k3_n40_T7_s2,medium,alns,3,1.0,60.0,28849.05957001,14808.5876604,13968.790283000002,71.68162661000001,5,21,128,60.0003482999964,12182,0,,,,,,,solutions/compare/medium_k3_n40_T7_s2__alns__s3__h1.json
compare,medium_k3_n40_T7_s2,medium,alns,4,1.0,60.0,28833.95718941308,14808.5876604,13952.2505452,73.11898381308221,5,21,129,60.00519460000214,12184,0,,,,,,,solutions/compare/medium_k3_n40_T7_s2__alns__s4__h1.json
compare,medium_k3_n40_T7_s2,medium,alns,5,1.0,60.0,28824.90076646158,14808.5876604,13944.954422000004,71.35868406157536,5,21,127,60.00289829999383,12274,0,,,,,,,solutions/compare/medium_k3_n40_T7_s2__alns__s5__h1.json
compare,medium_k3_n40_T7_s2,medium,alns,6,1.0,60.0,28851.986781010004,14808.5876604,13971.717494000002,71.68162661000002,5,21,128,60.00191559999803,12233,0,,,,,,,solutions/compare/medium_k3_n40_T7_s2__alns__s6__h1.json
compare,medium_k3_n40_T7_s2,medium,alns,7,1.0,60.0,28825.86908270103,14808.5876604,13944.954422000004,72.3270003010274,5,21,126,60.00209829999949,12438,0,,,,,,,solutions/compare/medium_k3_n40_T7_s2__alns__s7__h1.json
compare,medium_k3_n40_T7_s2,medium,alns,8,1.0,60.0,28823.584168030004,14808.5876604,13937.156491200005,77.84001643000002,5,21,126,60.00126150000142,12454,0,,,,,,,solutions/compare/medium_k3_n40_T7_s2__alns__s8__h1.json
compare,medium_k3_n40_T7_s2,medium,alns,9,1.0,60.0,28849.05957001,14808.5876604,13968.790283000004,71.68162661000002,5,21,127,60.00398120000318,12413,0,,,,,,,solutions/compare/medium_k3_n40_T7_s2__alns__s9__h1.json
compare,medium_k3_n40_T7_s2,medium,alns,10,1.0,60.0,28851.62906286569,14808.5876604,13971.717494000002,71.32390846568495,5,21,129,60.00108439999895,12378,0,,,,,,,solutions/compare/medium_k3_n40_T7_s2__alns__s10__h1.json
compare,medium_k3_n40_T7_s2,medium,greedy,,1.0,,30285.197274687187,14808.5876604,15390.303683599996,86.3059306871918,5,21,125,0.0027121000020997,,,,,,,,,solutions/compare/medium_k3_n40_T7_s2__greedy__det__h1.json
compare,medium_k3_n40_T7_s2,medium,matheuristic,1,1.0,60.0,28851.018464770557,14808.5876604,13971.717494000002,70.71331037054794,5,21,129,60.0332408999966,10754,0,0,0,,,,,solutions/compare/medium_k3_n40_T7_s2__matheuristic__s1__h1.json
compare,medium_k3_n40_T7_s2,medium,matheuristic,2,1.0,60.0,28825.86908270103,14808.5876604,13944.954422,72.32700030102743,5,21,126,60.03239670000039,10722,0,0,0,,,,,solutions/compare/medium_k3_n40_T7_s2__matheuristic__s2__h1.json
compare,medium_k3_n40_T7_s2,medium,matheuristic,3,1.0,60.0,28824.90076646158,14808.5876604,13944.954422000004,71.35868406157536,5,21,126,60.0327735000028,9401,0,0,0,,,,,solutions/compare/medium_k3_n40_T7_s2__matheuristic__s3__h1.json
compare,medium_k3_n40_T7_s2,medium,matheuristic,4,1.0,60.0,28828.761518105137,14808.5876604,13947.881633,72.29222470513702,5,21,128,60.03770360000635,9539,0,0,0,,,,,solutions/compare/medium_k3_n40_T7_s2__matheuristic__s4__h1.json
compare,medium_k3_n40_T7_s2,medium,matheuristic,5,1.0,60.0,28824.90076646158,14808.5876604,13944.954422,71.35868406157536,5,21,126,60.02432419999968,9505,0,0,0,,,,,solutions/compare/medium_k3_n40_T7_s2__matheuristic__s5__h1.json
compare,medium_k3_n40_T7_s2,medium,matheuristic,6,1.0,60.0,28855.19827010535,14808.5876604,13974.326097000005,72.28451270534248,5,21,127,60.03710839999985,9382,0,0,0,,,,,solutions/compare/medium_k3_n40_T7_s2__matheuristic__s6__h1.json
compare,medium_k3_n40_T7_s2,medium,matheuristic,7,1.0,60.0,28826.74761560897,14808.5876604,13945.006195800002,73.15375940897262,5,21,126,60.047221900000295,10035,0,0,0,,,,,solutions/compare/medium_k3_n40_T7_s2__matheuristic__s7__h1.json
compare,medium_k3_n40_T7_s2,medium,matheuristic,8,1.0,60.0,28855.198270105346,14808.5876604,13974.326097,72.28451270534248,5,21,128,60.03792529999919,10013,0,0,0,,,,,solutions/compare/medium_k3_n40_T7_s2__matheuristic__s8__h1.json
compare,medium_k3_n40_T7_s2,medium,matheuristic,9,1.0,60.0,28840.50513770103,14808.5876604,13959.590477000003,72.32700030102741,5,21,130,60.04691540000204,10062,0,0,0,,,,,solutions/compare/medium_k3_n40_T7_s2__matheuristic__s9__h1.json
compare,medium_k3_n40_T7_s2,medium,matheuristic,10,1.0,60.0,28849.05957001,14808.5876604,13968.790283000002,71.68162661000001,5,21,129,60.04659469999751,10051,0,0,0,,,,,solutions/compare/medium_k3_n40_T7_s2__matheuristic__s10__h1.json
compare,medium_k3_n80_T7_s1,medium,alns,1,1.0,60.0,36848.82036472836,18044.1774432,18695.5908668,109.0520547283562,6,21,263,60.00119980000454,5615,0,,,,,,,solutions/compare/medium_k3_n80_T7_s1__alns__s1__h1.json
compare,medium_k3_n80_T7_s1,medium,alns,2,1.0,60.0,36812.43232958959,18044.1774432,18672.0138748,96.24101158958904,6,21,260,60.00044979999802,5708,0,,,,,,,solutions/compare/medium_k3_n80_T7_s1__alns__s2__h1.json
compare,medium_k3_n80_T7_s1,medium,alns,3,1.0,60.0,36832.87774689233,18044.1774432,18692.73136,95.96894369232876,6,21,265,60.00531770000089,5715,0,,,,,,,solutions/compare/medium_k3_n80_T7_s1__alns__s3__h1.json
compare,medium_k3_n80_T7_s1,medium,alns,4,1.0,60.0,36841.99842017631,18044.1774432,18686.884903200003,110.93607377630138,6,21,262,60.01042359999701,5591,0,,,,,,,solutions/compare/medium_k3_n80_T7_s1__alns__s4__h1.json
compare,medium_k3_n80_T7_s1,medium,alns,5,1.0,60.0,36838.77969269369,18044.1774432,18693.169446,101.43280349369864,6,21,264,60.00223249999544,5563,0,,,,,,,solutions/compare/medium_k3_n80_T7_s1__alns__s5__h1.json
