part,instance,set,method,seed,holding_multiplier,time_limit_s,total_cost,truck_cost,van_cost,holding_cost,n_truck_trips,n_van_routes,n_visits,runtime_s,iterations,rejected,lp_calls,lp_rescues,status,objective,bound,gap,solution_file
sensitivity,medium_k3_n80_T7_s1,medium,alns,2,10,60.0,37700.3955660137,18044.1774432,18717.602697,938.6154258136988,6,21,264,60.00286909999704,4895,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s2__h10.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,3,10,60.0,37669.36392891644,18044.1774432,18704.703055600003,920.4834301164384,6,21,262,60.010153600000194,4686,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s3__h10.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,4,10,60.0,37657.16444730822,18044.1774432,18669.3773936,943.6096105082192,6,21,260,60.015437199996086,4855,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s4__h10.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,5,10,60.0,37635.88945762192,18044.1774432,18669.950888,921.761126421918,6,21,261,60.01185460000124,4819,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s5__h10.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,6,10,60.0,37658.988303813705,18044.1774432,18674.702129800004,940.1087308136988,6,21,262,60.0170414000022,4844,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s6__h10.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,7,10,60.0,37709.42299739657,18044.1774432,18738.212652,927.0329021965754,6,21,261,60.00346420000278,4790,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s7__h10.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,8,10,60.0,37789.94074059795,18044.1774432,18689.0235594,1056.7397379979454,6,21,263,60.00263839999389,4937,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s8__h10.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,9,10,60.0,37731.20789567808,18044.1774432,18732.7525074,954.2779450780824,6,21,261,60.00833850000345,4869,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s9__h10.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,10,10,60.0,37645.25313553288,18044.1774432,18677.0279682,924.0477241328769,6,21,263,60.001699300002656,4956,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s10__h10.json
sensitivity,medium_k3_n80_T7_s1,medium,greedy,,10,,41457.98479678151,18044.1774432,22059.999747,1353.8076065815071,6,21,259,0.0039895000008982,,,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__greedy__det__h10.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,1,100,60.0,45830.45313723835,18044.1774432,19181.1813196,8605.094374438355,6,21,270,60.00488509999559,4635,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s1__h100.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,2,100,60.0,45660.82214243836,18044.1774432,18835.6389958,8781.005703438357,6,21,269,60.00252349999937,4692,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s2__h100.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,3,100,60.0,45596.96745500548,18044.1774432,19251.7529916,8301.03702020548,6,21,271,60.01144589999603,4717,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s3__h100.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,4,100,60.0,46636.6555200959,18044.1774432,18987.95353280001,9604.524544095892,6,21,269,60.00042189999658,4737,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s4__h100.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,5,100,60.0,45623.43648027124,18044.1774432,18854.6798064,8724.579230671236,6,21,272,60.00344469999982,4546,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s5__h100.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,6,100,60.0,45869.9668271589,18044.1774432,19176.81639,8648.972993958905,6,21,266,60.002838199994585,4697,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s6__h100.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,7,100,60.0,45934.02605956301,18044.1774432,19363.660069,8526.188547363014,6,21,275,60.00157439999748,4693,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s7__h100.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,8,100,60.0,45179.31167661643,18044.1774432,18874.6087368,8260.52549661644,6,21,274,60.012344399998256,4699,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s8__h100.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,9,100,60.0,45933.2266283411,18044.1774432,19247.1929146,8641.856270541099,6,21,270,60.009009100002,4495,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s9__h100.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,10,100,60.0,45597.8207621233,18044.1774432,18818.85233680001,8734.79098212329,6,21,271,60.00373440000112,4665,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s10__h100.json
sensitivity,medium_k3_n80_T7_s1,medium,greedy,,100,,53642.25325601507,18044.1774432,22059.999747,13538.076065815072,6,21,259,0.0061691000009886,,,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__greedy__det__h100.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,1,1000,60.0,85829.9145803315,35174.7783072,22131.4356432,28523.70062993151,12,21,361,60.01313399999344,4098,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s1__h1000.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,2,1000,60.0,85470.70575621918,40954.21211359999,22419.425414400004,22097.06822821918,14,21,362,60.01053030000185,4084,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s2__h1000.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,3,1000,60.0,87727.32141542193,36019.121368,21410.0234966,30298.176550821925,12,21,335,60.01640619999671,3874,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s3__h1000.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,4,1000,60.0,85865.12351856164,35174.7783072,21597.5521828,29092.79302856164,12,21,346,60.00191189999896,3952,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s4__h1000.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,5,1000,60.0,85598.18612034246,38486.6667408,21685.4242692,25426.09511034247,13,21,347,60.00460569999996,3978,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s5__h1000.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,6,1000,60.0,85282.55920769589,40954.21211359999,22576.682358000005,21751.664736095896,14,21,357,60.01528889999463,3928,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s6__h1000.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,7,1000,60.0,85802.6093294904,40954.21211359999,22184.07765,22664.31956589041,14,21,355,60.0088797999997,3905,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s7__h1000.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,8,1000,60.0,85966.97105007396,37642.32368,22216.0300498,26108.617320273974,13,21,362,60.004404699997394,3763,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s8__h1000.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,9,1000,60.0,86035.88111971781,37642.32368,22842.4133778,25551.14406191781,13,21,372,60.002773599997454,3820,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s9__h1000.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,10,1000,60.0,86213.67496176987,38486.6667408,21380.7712996,26346.236921369866,13,21,341,60.00965449999785,3898,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s10__h1000.json
sensitivity,medium_k3_n80_T7_s1,medium,greedy,,1000,,175484.93784835067,18044.1774432,22059.999747,135380.76065815068,6,21,259,0.0033919999987119,,,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__greedy__det__h1000.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,1,10000,60.0,217906.62238754245,50820.64389599999,25760.002416199997,141325.97607534248,17,21,423,60.01027500000055,3758,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s1__h10000.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,2,10000,60.0,217159.88185390685,50820.64389599999,25767.2786264,140571.95933150686,17,21,423,60.0125773999971,3695,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s2__h10000.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,3,10000,60.0,216909.51423731504,50820.64389599999,26254.971891999998,139833.89844931508,17,21,427,60.00556549999601,3666,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s3__h10000.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,4,10000,60.0,218543.0831912301,54132.532329599984,26203.536612999997,138207.01424863015,18,21,433,60.0102298999991,3758,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s4__h10000.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,5,10000,60.0,215248.23118759724,54132.532329599984,26138.723780600005,134976.97507739725,18,21,434,60.0014067000011,3803,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s5__h10000.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,6,10000,60.0,216264.15321591232,54132.532329599984,26093.5810096,136038.03987671234,18,21,435,60.005862400001206,3677,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s6__h10000.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,7,10000,60.0,215442.19124744108,54132.532329599984,25913.5356288,135396.1232890411,18,21,434,60.00983879999694,3803,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s7__h10000.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,8,10000,60.0,216360.85160591785,54132.532329599984,25975.488954400007,136252.83032191783,18,21,430,60.00893979999819,3774,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s8__h10000.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,9,10000,60.0,214674.30272028223,54132.532329599984,26491.462662599995,134050.30772808223,18,21,434,60.00635439999314,6190,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s9__h10000.json
sensitivity,medium_k3_n80_T7_s1,medium,alns,10,10000,60.0,214493.11101431507,54132.532329599984,26171.3731354,134189.20554931508,18,21,438,60.00606749999861,6046,0,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__alns__s10__h10000.json
sensitivity,medium_k3_n80_T7_s1,medium,greedy,,10000,,1393911.783771707,18044.1774432,22059.999747,1353807.606581507,6,21,259,0.0029614999948535,,,,,,,,,solutions/sensitivity/medium_k3_n80_T7_s1__greedy__det__h10000.json
