part,instance,set,method,seed,holding_multiplier,time_limit_s,total_cost,truck_cost,van_cost,holding_cost,n_truck_trips,n_van_routes,n_visits,runtime_s,iterations,rejected,lp_calls,lp_rescues,status,objective,bound,gap,solution_file
small,small_k1_n10_T3_s2,small,matheuristic,10,1.0,10.0,5054.289937974795,3246.1516380000003,1806.5551512,1.5831487747945203,1,3,17,10.006692299997669,7620,0,0,0,,,,,solutions/small/small_k1_n10_T3_s2__matheuristic__s10__h1.json
small,small_k1_n6_T3_s1,small,alns,1,1.0,10.0,4205.486942238973,3249.7200476000003,954.9996018000002,0.7672928389726028,1,2,9,10.000703300000168,8795,0,,,,,,,solutions/small/small_k1_n6_T3_s1__alns__s1__h1.json
small,small_k1_n6_T3_s1,small,alns,2,1.0,10.0,4205.486942238973,3249.7200476000003,954.9996018000002,0.7672928389726028,1,2,9,10.00042950000352,8785,0,,,,,,,solutions/small/small_k1_n6_T3_s1__alns__s2__h1.json
small,small_k1_n6_T3_s1,small,alns,3,1.0,10.0,4205.486942238973,3249.7200476000003,954.9996018000002,0.7672928389726028,1,2,9,10.000822899994091,8898,0,,,,,,,solutions/small/small_k1_n6_T3_s1__alns__s3__h1.json
small,small_k1_n6_T3_s1,small,alns,4,1.0,10.0,4205.486942238973,3249.7200476000003,954.9996018000002,0.7672928389726028,1,2,9,10.00068420000025,10137,0,,,,,,,solutions/small/small_k1_n6_T3_s1__alns__s4__h1.json
small,small_k1_n6_T3_s1,small,alns,5,1.0,10.0,4205.486942238973,3249.7200476000003,954.9996018000002,0.7672928389726028,1,2,9,10.000989000000118,9877,0,,,,,,,solutions/small/small_k1_n6_T3_s1__alns__s5__h1.json
small,small_k1_n6_T3_s1,small,alns,6,1.0,10.0,4205.486942238973,3249.7200476000003,954.9996018000002,0.7672928389726028,1,2,9,10.000521499998284,8714,0,,,,,,,solutions/small/small_k1_n6_T3_s1__alns__s6__h1.json
small,small_k1_n6_T3_s1,small,alns,7,1.0,10.0,4205.486942238973,3249.7200476000003,954.9996018000002,0.7672928389726028,1,2,9,10.000458499998786,8743,0,,,,,,,solutions/small/small_k1_n6_T3_s1__alns__s7__h1.json
small,small_k1_n6_T3_s1,small,alns,8,1.0,10.0,4205.486942238973,3249.7200476000003,954.9996018000002,0.7672928389726028,1,2,9,10.001233799994225,8877,0,,,,,,,solutions/small/small_k1_n6_T3_s1__alns__s8__h1.json
small,small_k1_n6_T3_s1,small,alns,9,1.0,10.0,4205.486942238973,3249.7200476000003,954.9996018000002,0.7672928389726028,1,2,9,10.0005747000032,9042,0,,,,,,,solutions/small/small_k1_n6_T3_s1__alns__s9__h1.json
small,small_k1_n6_T3_s1,small,alns,10,1.0,10.0,4205.486942238973,3249.7200476000003,954.9996018000002,0.7672928389726028,1,2,9,10.000884100001713,9683,0,,,,,,,solutions/small/small_k1_n6_T3_s1__alns__s10__h1.json
small,small_k1_n6_T3_s1,small,greedy,,1.0,,4402.745120238973,3249.7200476000003,1152.2577798,0.767292838972603,1,3,9,0.000268199997663,,,,,,,,,solutions/small/small_k1_n6_T3_s1__greedy__det__h1.json
small,small_k1_n6_T3_s1,small,gurobi,,1.0,600.0,4205.486942238973,3249.7200476000003,954.9996018000002,0.7672928389726031,1,2,10,1.056337900001381,,,,,optimal,4205.486942238974,4205.486942238973,0.0,solutions/small/small_k1_n6_T3_s1__gurobi__det__h1.json
small,small_k1_n6_T3_s1,small,matheuristic,1,1.0,10.0,4205.486942238973,3249.7200476000003,954.9996018000002,0.7672928389726028,1,2,9,10.006526299999678,8711,0,0,0,,,,,solutions/small/small_k1_n6_T3_s1__matheuristic__s1__h1.json
small,small_k1_n6_T3_s1,small,matheuristic,2,1.0,10.0,4205.486942238973,3249.7200476000003,954.9996018000002,0.7672928389726028,1,2,9,10.028171099998872,10495,0,0,0,,,,,solutions/small/small_k1_n6_T3_s1__matheuristic__s2__h1.json
small,small_k1_n6_T3_s1,small,matheuristic,3,1.0,10.0,4205.486942238973,3249.7200476000003,954.9996018000002,0.7672928389726028,1,2,9,10.017625700005738,10646,0,0,0,,,,,solutions/small/small_k1_n6_T3_s1__matheuristic__s3__h1.json
small,small_k1_n6_T3_s1,small,matheuristic,4,1.0,10.0,4205.486942238973,3249.7200476000003,954.9996018000002,0.7672928389726028,1,2,9,10.006580399996892,10616,0,0,0,,,,,solutions/small/small_k1_n6_T3_s1__matheuristic__s4__h1.json
small,small_k1_n6_T3_s1,small,matheuristic,5,1.0,10.0,4205.486942238973,3249.7200476000003,954.9996018000002,0.7672928389726028,1,2,9,10.005258299999696,10699,0,0,0,,,,,solutions/small/small_k1_n6_T3_s1__matheuristic__s5__h1.json
small,small_k1_n6_T3_s1,small,matheuristic,6,1.0,10.0,4205.486942238973,3249.7200476000003,954.9996018000002,0.7672928389726028,1,2,9,10.005219900005612,10633,0,0,0,,,,,solutions/small/small_k1_n6_T3_s1__matheuristic__s6__h1.json
small,small_k1_n6_T3_s1,small,matheuristic,7,1.0,10.0,4205.486942238973,3249.7200476000003,954.9996018000002,0.7672928389726028,1,2,9,10.006065299996408,10818,0,0,0,,,,,solutions/small/small_k1_n6_T3_s1__matheuristic__s7__h1.json
small,small_k1_n6_T3_s1,small,matheuristic,8,1.0,10.0,4205.486942238973,3249.7200476000003,954.9996018000002,0.7672928389726028,1,2,9,10.00587610000366,10514,0,0,0,,,,,solutions/small/small_k1_n6_T3_s1__matheuristic__s8__h1.json
small,small_k1_n6_T3_s1,small,matheuristic,9,1.0,10.0,4205.486942238973,3249.7200476000003,954.9996018000002,0.7672928389726028,1,2,9,10.00488800000312,10498,0,0,0,,,,,solutions/small/small_k1_n6_T3_s1__matheuristic__s9__h1.json
small,small_k1_n6_T3_s1,small,matheuristic,10,1.0,10.0,4205.486942238973,3249.7200476000003,954.9996018000002,0.7672928389726028,1,2,9,10.0056762000022,9900,0,0,0,,,,,solutions/small/small_k1_n6_T3_s1__matheuristic__s10__h1.json
small,small_k1_n6_T3_s2,small,alns,1,1.0,10.0,4901.820632158972,3249.7200476000003,1651.1182558,0.982328758972603,1,3,11,10.00104690000444,9380,0,,,,,,,solutions/small/small_k1_n6_T3_s2__alns__s1__h1.json
small,small_k1_n6_T3_s2,small,alns,2,1.0,10.0,4901.820632158972,3249.7200476000003,1651.1182558,0.982328758972603,1,3,11,10.000719499999832,9425,0,,,,,,,solutions/small/small_k1_n6_T3_s2__alns__s2__h1.json
small,small_k1_n6_T3_s2,small,alns,3,1.0,10.0,4901.820632158972,3249.7200476000003,1651.1182558,0.982328758972603,1,3,11,10.00103549999767,9090,0,,,,,,,solutions/small/small_k1_n6_T3_s2__alns__s3__h1.json
small,small_k1_n6_T3_s2,small,alns,4,1.0,10.0,4901.820632158972,3249.7200476000003,1651.1182558,0.982328758972603,1,3,11,10.001069100006134,8812,0,,,,,,,solutions/small/small_k1_n6_T3_s2__alns__s4__h1.json
small,small_k1_n6_T3_s2,small,alns,5,1.0,10.0,4901.820632158972,3249.7200476000003,1651.1182558,0.982328758972603,1,3,11,10.001743599998008,8691,0,,,,,,,solutions/small/small_k1_n6_T3_s2__alns__s5__h1.json
small,small_k1_n6_T3_s2,small,alns,6,1.0,10.0,4901.820632158972,3249.7200476000003,1651.1182558,0.982328758972603,1,3,11,10.00098699999944,8771,0,,,,,,,solutions/small/small_k1_n6_T3_s2__alns__s6__h1.json
small,small_k1_n6_T3_s2,small,alns,7,1.0,10.0,4901.820632158972,3249.7200476000003,1651.1182558,0.982328758972603,1,3,11,10.001090300000214,9756,0,,,,,,,solutions/small/small_k1_n6_T3_s2__alns__s7__h1.json
small,small_k1_n6_T3_s2,small,alns,8,1.0,10.0,4901.820632158972,3249.7200476000003,1651.1182558,0.982328758972603,1,3,11,10.00021829999605,9682,0,,,,,,,solutions/small/small_k1_n6_T3_s2__alns__s8__h1.json
small,small_k1_n6_T3_s2,small,alns,9,1.0,10.0,4901.820632158972,3249.7200476000003,1651.1182558,0.982328758972603,1,3,11,10.000508700002683,9784,0,,,,,,,solutions/small/small_k1_n6_T3_s2__alns__s9__h1.json
small,small_k1_n6_T3_s2,small,alns,10,1.0,10.0,4901.820632158972,3249.7200476000003,1651.1182558,0.982328758972603,1,3,11,10.001250299996173,9635,0,,,,,,,solutions/small/small_k1_n6_T3_s2__alns__s10__h1.json
small,small_k1_n6_T3_s2,small,greedy,,1.0,,4901.820632158973,3249.7200476000003,1651.1182558000005,0.9823287589726032,1,3,11,0.0003024999969056,,,,,,,,,solutions/small/small_k1_n6_T3_s2__greedy__det__h1.json
small,small_k1_n6_T3_s2,small,gurobi,,1.0,600.0,4901.820632158972,3249.7200476000003,1651.1182558,0.9823287589726032,1,3,11,0.4167289999968488,,,,,optimal,4901.820632158972,4901.820632158972,0.0,solutions/small/small_k1_n6_T3_s2__gurobi__det__h1.json
small,small_k1_n6_T3_s2,small,matheuristic,1,1.0,10.0,4901.820632158972,3249.7200476000003,1651.1182558,0.982328758972603,1,3,11,10.00525850000122,9068,0,0,0,,,,,solutions/small/small_k1_n6_T3_s2__matheuristic__s1__h1.json
small,small_k1_n6_T3_s2,small,matheuristic,2,1.0,10.0,4901.820632158972,3249.7200476000003,1651.1182558,0.982328758972603,1,3,11,10.003472599993984,9000,0,0,0,,,,,solutions/small/small_k1_n6_T3_s2__matheuristic__s2__h1.json
small,small_k1_n6_T3_s2,small,matheuristic,3,1.0,10.0,4901.820632158972,3249.7200476000003,1651.1182558,0.982328758972603,1,3,11,10.00546129999566,9049,0,0,0,,,,,solutions/small/small_k1_n6_T3_s2__matheuristic__s3__h1.json
small,small_k1_n6_T3_s2,small,matheuristic,4,1.0,10.0,4901.820632158972,3249.7200476000003,1651.1182558,0.982328758972603,1,3,11,10.00731999999698,9798,0,0,0,,,,,solutions/small/small_k1_n6_T3_s2__matheuristic__s4__h1.json
small,small_k1_n6_T3_s2,small,matheuristic,5,1.0,10.0,4901.820632158972,3249.7200476000003,1651.1182558,0.982328758972603,1,3,11,10.005518999998458,9833,0,0,0,,,,,solutions/small/small_k1_n6_T3_s2__matheuristic__s5__h1.json
small,small_k1_n6_T3_s2,small,matheuristic,6,1.0,10.0,4901.820632158972,3249.7200476000003,1651.1182558,0.982328758972603,1,3,11,10.004768999999214,9898,0,0,0,,,,,solutions/small/small_k1_n6_T3_s2__matheuristic__s6__h1.json
small,small_k1_n6_T3_s2,small,matheuristic,7,1.0,10.0,4901.820632158972,3249.7200476000003,1651.1182558,0.982328758972603,1,3,11,10.003445599999395,9719,0,0,0,,,,,solutions/small/small_k1_n6_T3_s2__matheuristic__s7__h1.json
small,small_k1_n6_T3_s2,small,matheuristic,8,1.0,10.0,4901.820632158972,3249.7200476000003,1651.1182558,0.982328758972603,1,3,11,10.004554699997245,9484,0,0,0,,,,,solutions/small/small_k1_n6_T3_s2__matheuristic__s8__h1.json
small,small_k1_n6_T3_s2,small,matheuristic,9,1.0,10.0,4901.820632158972,3249.7200476000003,1651.1182558,0.982328758972603,1,3,11,10.00473420000344,9296,0,0,0,,,,,solutions/small/small_k1_n6_T3_s2__matheuristic__s9__h1.json
small,small_k1_n6_T3_s2,small,matheuristic,10,1.0,10.0,4901.820632158972,3249.7200476000003,1651.1182558,0.982328758972603,1,3,11,10.005342200005543,9437,0,0,0,,,,,solutions/small/small_k1_n6_T3_s2__matheuristic__s10__h1.json
small,small_k1_n8_T3_s1,small,alns,1,1.0,10.0,4577.858395729521,3249.7200476000003,1327.4045626000002,0.7337855295205482,1,3,14,10.000768500001868,9041,0,,,,,,,solutions/small/small_k1_n8_T3_s1__alns__s1__h1.json
small,small_k1_n8_T3_s1,small,alns,2,1.0,10.0,4577.858395729521,3249.7200476000003,1327.4045626000002,0.7337855295205482,1,3,14,10.000315999997838,8801,0,,,,,,,solutions/small/small_k1_n8_T3_s1__alns__s2__h1.json
small,small_k1_n8_T3_s1,small,alns,3,1.0,10.0,4577.858395729521,3249.7200476000003,1327.4045626,0.7337855295205482,1,3,15,10.000997900002403,7342,0,,,,,,,solutions/small/small_k1_n8_T3_s1__alns__s3__h1.json
small,small_k1_n8_T3_s1,small,alns,4,1.0,10.0,4577.858395729521,3249.7200476000003,1327.4045626000002,0.7337855295205482,1,3,14,10.001035900000716,7349,0,,,,,,,solutions/small/small_k1_n8_T3_s1__alns__s4__h1.json
small,small_k1_n8_T3_s1,small,alns,5,1.0,10.0,4577.858395729521,3249.7200476000003,1327.4045626000002,0.7337855295205483,1,3,15,10.002804499999913,7177,0,,,,,,,solutions/small/small_k1_n8_T3_s1__alns__s5__h1.json
small,small_k1_n8_T3_s1,small,alns,6,1.0,10.0,4577.858395729521,3249.7200476000003,1327.4045626,0.7337855295205482,1,3,14,10.000954899995122,8382,0,,,,,,,solutions/small/small_k1_n8_T3_s1__alns__s6__h1.json
small,small_k1_n8_T3_s1,small,alns,7,1.0,10.0,4577.858395729521,3249.7200476000003,1327.4045626000002,0.7337855295205482,1,3,14,10.000325499997416,8330,0,,,,,,,solutions/small/small_k1_n8_T3_s1__alns__s7__h1.json
small,small_k1_n8_T3_s1,small,alns,8,1.0,10.0,4577.858395729521,3249.7200476000003,1327.4045626000002,0.7337855295205482,1,3,14,10.00059809999948,8457,0,,,,,,,solutions/small/small_k1_n8_T3_s1__alns__s8__h1.json
small,small_k1_n8_T3_s1,small,alns,9,1.0,10.0,4577.858395729521,3249.7200476000003,1327.4045626000002,0.7337855295205483,1,3,15,10.001821899997594,8087,0,,,,,,,solutions/small/small_k1_n8_T3_s1__alns__s9__h1.json
small,small_k1_n8_T3_s1,small,alns,10,1.0,10.0,4577.858395729521,3249.7200476000003,1327.4045626,0.7337855295205483,1,3,15,10.000860599997395,7985,0,,,,,,,solutions/small/small_k1_n8_T3_s1__alns__s10__h1.json
small,small_k1_n8_T3_s1,small,greedy,,1.0,,4682.124260965343,3249.7200476000003,1430.7052414,1.6989719653424666,1,3,13,0.0003004000027431,,,,,,,,,solutions/small/small_k1_n8_T3_s1__greedy__det__h1.json
small,small_k1_n8_T3_s1,small,gurobi,,1.0,600.0,4577.858395729521,3249.7200476000003,1327.4045626000002,0.7337855295205484,1,3,15,19.93025349999516,,,,,optimal,4577.85839572952,4577.85839572952,0.0,solutions/small/small_k1_n8_T3_s1__gurobi__det__h1.json
small,small_k1_n8_T3_s1,small,matheuristic,1,1.0,10.0,4577.858395729521,3249.7200476000003,1327.4045626000002,0.7337855295205482,1,3,14,10.004816399996344,8707,0,0,0,,,,,solutions/small/small_k1_n8_T3_s1__matheuristic__s1__h1.json
small,small_k1_n8_T3_s1,small,matheuristic,2,1.0,10.0,4577.858395729521,3249.7200476000003,1327.4045626000002,0.7337855295205482,1,3,14,10.004643299995225,6766,0,0,0,,,,,solutions/small/small_k1_n8_T3_s1__matheuristic__s2__h1.json
small,small_k1_n8_T3_s1,small,matheuristic,3,1.0,10.0,4577.858395729521,3249.7200476000003,1327.4045626,0.7337855295205482,1,3,14,10.005019399999584,6816,0,0,0,,,,,solutions/small/small_k1_n8_T3_s1__matheuristic__s3__h1.json
small,small_k1_n8_T3_s1,small,matheuristic,4,1.0,10.0,4577.858395729521,3249.7200476000003,1327.4045626000002,0.7337855295205482,1,3,14,10.007793999997377,6930,0,0,0,,,,,solutions/small/small_k1_n8_T3_s1__matheuristic__s4__h1.json
small,small_k1_n8_T3_s1,small,matheuristic,5,1.0,10.0,4577.858395729521,3249.7200476000003,1327.4045626000002,0.7337855295205483,1,3,15,10.00751129999844,7023,0,0,0,,,,,solutions/small/small_k1_n8_T3_s1__matheuristic__s5__h1.json
small,small_k1_n8_T3_s1,small,matheuristic,6,1.0,10.0,4577.858395729521,3249.7200476000003,1327.4045626,0.7337855295205482,1,3,14,10.00632459999906,8664,0,0,0,,,,,solutions/small/small_k1_n8_T3_s1__matheuristic__s6__h1.json
small,small_k1_n8_T3_s1,small,matheuristic,7,1.0,10.0,4577.858395729521,3249.7200476000003,1327.4045626000002,0.7337855295205482,1,3,14,10.007283899998583,8673,0,0,0,,,,,solutions/small/small_k1_n8_T3_s1__matheuristic__s7__h1.json
small,small_k1_n8_T3_s1,small,matheuristic,8,1.0,10.0,4577.858395729521,3249.7200476000003,1327.4045626000002,0.7337855295205482,1,3,14,10.0063397000049,9166,0,0,0,,,,,solutions/small/small_k1_n8_T3_s1__matheuristic__s8__h1.json
small,small_k1_n8_T3_s1,small,matheuristic,9,1.0,10.0,4577.858395729521,3249.7200476000003,1327.4045626000002,0.7337855295205483,1,3,15,10.004418700002134,9049,0,0,0,,,,,solutions/small/small_k1_n8_T3_s1__matheuristic__s9__h1.json
small,small_k1_n8_T3_s1,small,matheuristic,10,1.0,10.0,4577.858395729521,3249.7200476000003,1327.4045626,0.7337855295205483,1,3,15,10.005939599999692,9403,0,0,0,,,,,solutions/small/small_k1_n8_T3_s1__matheuristic__s10__h1.json
